Transaction_ID,Date,Time,Outlet,Category,Product_Name,Quantity_Sold,Unit_Price_RM,Total_Revenue_RM,Payment_Method,Weather_Condition
TXN-2738,2026-02-16,09:06,Putrajaya,Milk-based,Caramel Macchiato,1,13.0,13.0,QR,Sunny
TXN-2758,2026-02-16,09:09,Putrajaya,Espresso-based,Americano,1,9.0,9.0,Cash,Sunny
TXN-2787,2026-02-16,09:10,Puncak Alam,Milk-based,Mocha,1,12.0,12.0,QR,Sunny
TXN-2790,2026-02-16,09:12,Puncak Alam,Milk-based,Latte,1,11.0,11.0,QR,Sunny
TXN-2780,2026-02-16,09:23,Puncak Alam,Espresso-based,Americano,1,9.0,9.0,Cash,Sunny
TXN-2736,2026-02-16,09:29,Putrajaya,Espresso-based,Espresso,1,7.0,7.0,QR,Sunny
TXN-2737,2026-02-16,09:30,Putrajaya,Ice Blended,Ice Blended Chocolate Chip,2,14.0,28.0,QR,Sunny
TXN-2715,2026-02-16,09:34,Putrajaya,Milk-based,Mocha,2,12.0,24.0,QR,Sunny
TXN-2773,2026-02-16,09:34,Puncak Alam,Milk-based,Latte,1,11.0,11.0,QR,Sunny
TXN-2718,2026-02-16,09:36,Putrajaya,Espresso-based,Americano,3,9.0,27.0,QR,Sunny
TXN-2795,2026-02-16,09:47,Puncak Alam,Ice Blended,Ice Blended Chocolate Chip,1,14.0,14.0,QR,Sunny
TXN-2835,2026-02-16,10:18,Puncak Alam,Milk-based,Cappuccino,1,11.0,11.0,Cash,Sunny
TXN-2840,2026-02-16,10:41,Puncak Alam,Milk-based,Caramel Macchiato,1,13.0,13.0,QR,Sunny
TXN-2768,2026-02-16,11:07,Puncak Alam,Ice Blended,Ice Blended Chocolate Chip,1,14.0,14.0,QR,Sunny
TXN-2827,2026-02-16,11:13,Puncak Alam,Espresso-based,Americano,3,9.0,27.0,QR,Sunny
TXN-2815,2026-02-16,11:24,Puncak Alam,Milk-based,Mocha,1,12.0,12.0,QR,Sunny
TXN-2804,2026-02-16,11:33,Puncak Alam,Milk-based,Latte,2,11.0,22.0,Cash,Sunny
TXN-2830,2026-02-16,11:41,Puncak Alam,Ice Blended,Ice Blended Chocolate Chip,2,14.0,28.0,QR,Sunny
TXN-2717,2026-02-16,11:49,Putrajaya,Milk-based,Latte,2,11.0,22.0,QR,Sunny
TXN-2770,2026-02-16,11:54,Puncak Alam,Espresso-based,Americano,1,9.0,9.0,Cash,Sunny
TXN-2796,2026-02-16,11:57,Puncak Alam,Milk-based,Latte,2,11.0,22.0,QR,Sunny
TXN-2714,2026-02-16,12:07,Putrajaya,Milk-based,Caramel Macchiato,3,13.0,39.0,QR,Sunny
TXN-2809,2026-02-16,12:08,Puncak Alam,Espresso-based,Espresso,2,7.0,14.0,QR,Sunny
TXN-2765,2026-02-16,12:14,Putrajaya,Espresso-based,Americano,3,9.0,27.0,QR,Sunny
TXN-2836,2026-02-16,12:19,Puncak Alam,Milk-based,Mocha,1,12.0,12.0,Cash,Sunny
TXN-2759,2026-02-16,12:25,Putrajaya,Milk-based,Mocha,1,12.0,12.0,QR,Sunny
TXN-2784,2026-02-16,12:25,Puncak Alam,Ice Blended,Ice Blended Chocolate Chip,1,14.0,14.0,Cash,Sunny
TXN-2786,2026-02-16,12:27,Puncak Alam,Espresso-based,Americano,1,9.0,9.0,QR,Sunny
TXN-2774,2026-02-16,12:34,Puncak Alam,Espresso-based,Espresso,2,7.0,14.0,QR,Sunny
TXN-2839,2026-02-16,12:36,Puncak Alam,Milk-based,Cappuccino,1,11.0,11.0,QR,Sunny
TXN-2772,2026-02-16,12:37,Puncak Alam,Espresso-based,Americano,1,9.0,9.0,QR,Sunny
TXN-2776,2026-02-16,12:37,Puncak Alam,Espresso-based,Espresso,2,7.0,14.0,QR,Sunny
TXN-2757,2026-02-16,12:38,Putrajaya,Espresso-based,Espresso,1,7.0,7.0,QR,Sunny
TXN-2778,2026-02-16,12:43,Puncak Alam,Milk-based,Cappuccino,2,11.0,22.0,QR,Sunny
TXN-2788,2026-02-16,12:45,Puncak Alam,Milk-based,Caramel Macchiato,1,13.0,13.0,QR,Sunny
TXN-2832,2026-02-16,12:57,Puncak Alam,Milk-based,Mocha,1,12.0,12.0,QR,Sunny
TXN-2712,2026-02-16,12:59,Putrajaya,Milk-based,Mocha,1,12.0,12.0,QR,Sunny
TXN-2799,2026-02-16,13:18,Puncak Alam,Milk-based,Mocha,1,12.0,12.0,QR,Sunny
TXN-2750,2026-02-16,13:25,Putrajaya,Milk-based,Caramel Macchiato,1,13.0,13.0,QR,Sunny
TXN-2797,2026-02-16,13:28,Puncak Alam,Milk-based,Latte,1,11.0,11.0,QR,Sunny
TXN-2743,2026-02-16,13:49,Putrajaya,Milk-based,Latte,1,11.0,11.0,QR,Sunny
TXN-2783,2026-02-16,14:10,Puncak Alam,Milk-based,Caramel Macchiato,2,13.0,26.0,Cash,Sunny
TXN-2841,2026-02-16,14:12,Puncak Alam,Espresso-based,Espresso,2,7.0,14.0,QR,Sunny
TXN-2769,2026-02-16,14:22,Puncak Alam,Milk-based,Cappuccino,1,11.0,11.0,Cash,Sunny
TXN-2760,2026-02-16,14:38,Putrajaya,Milk-based,Mocha,3,12.0,36.0,QR,Sunny
TXN-2819,2026-02-16,14:46,Puncak Alam,Espresso-based,Espresso,1,7.0,7.0,Cash,Sunny
TXN-2831,2026-02-16,14:50,Puncak Alam,Milk-based,Mocha,1,12.0,12.0,QR,Sunny
TXN-2726,2026-02-16,15:02,Putrajaya,Milk-based,Cappuccino,2,11.0,22.0,QR,Sunny
TXN-2838,2026-02-16,15:15,Puncak Alam,Milk-based,Caramel Macchiato,1,13.0,13.0,QR,Sunny
TXN-2719,2026-02-16,15:17,Putrajaya,Espresso-based,Espresso,1,7.0,7.0,Cash,Sunny
TXN-2826,2026-02-16,15:20,Puncak Alam,Milk-based,Caramel Macchiato,1,13.0,13.0,QR,Sunny
TXN-2805,2026-02-16,15:21,Puncak Alam,Espresso-based,Espresso,1,7.0,7.0,QR,Sunny
TXN-2742,2026-02-16,15:25,Putrajaya,Milk-based,Cappuccino,4,11.0,44.0,QR,Sunny
TXN-2791,2026-02-16,15:26,Puncak Alam,Ice Blended,Ice Blended Chocolate Chip,1,14.0,14.0,Cash,Sunny
TXN-2823,2026-02-16,15:44,Puncak Alam,Espresso-based,Americano,1,9.0,9.0,QR,Sunny
TXN-2725,2026-02-16,15:47,Putrajaya,Milk-based,Cappuccino,1,11.0,11.0,QR,Sunny
TXN-2825,2026-02-16,15:53,Puncak Alam,Espresso-based,Espresso,1,7.0,7.0,QR,Sunny
TXN-2792,2026-02-16,16:01,Puncak Alam,Milk-based,Caramel Macchiato,1,13.0,13.0,QR,Sunny
TXN-2777,2026-02-16,16:09,Puncak Alam,Milk-based,Caramel Macchiato,1,13.0,13.0,Cash,Sunny
TXN-2729,2026-02-16,16:10,Putrajaya,Milk-based,Mocha,1,12.0,12.0,Cash,Sunny
TXN-2728,2026-02-16,16:22,Putrajaya,Espresso-based,Americano,1,9.0,9.0,QR,Sunny
TXN-2775,2026-02-16,16:23,Puncak Alam,Espresso-based,Espresso,1,7.0,7.0,QR,Sunny
TXN-2752,2026-02-16,16:27,Putrajaya,Espresso-based,Americano,1,9.0,9.0,Cash,Sunny
TXN-2749,2026-02-16,16:29,Putrajaya,Espresso-based,Espresso,2,7.0,14.0,Cash,Sunny
TXN-2828,2026-02-16,16:30,Puncak Alam,Milk-based,Mocha,1,12.0,12.0,QR,Sunny
TXN-2834,2026-02-16,16:30,Puncak Alam,Milk-based,Latte,1,11.0,11.0,Cash,Sunny
TXN-2761,2026-02-16,16:33,Putrajaya,Milk-based,Caramel Macchiato,1,13.0,13.0,Cash,Sunny
TXN-2812,2026-02-16,16:37,Puncak Alam,Milk-based,Cappuccino,4,11.0,44.0,QR,Sunny
TXN-2748,2026-02-16,16:39,Putrajaya,Espresso-based,Espresso,1,7.0,7.0,QR,Sunny
TXN-2710,2026-02-16,16:42,Putrajaya,Milk-based,Latte,1,11.0,11.0,QR,Sunny
TXN-2731,2026-02-16,16:54,Putrajaya,Ice Blended,Ice Blended Chocolate Chip,2,14.0,28.0,QR,Sunny
TXN-2735,2026-02-16,16:58,Putrajaya,Milk-based,Cappuccino,1,11.0,11.0,QR,Sunny
TXN-2730,2026-02-16,16:59,Putrajaya,Milk-based,Mocha,1,12.0,12.0,QR,Sunny
TXN-2721,2026-02-16,17:09,Putrajaya,Milk-based,Mocha,2,12.0,24.0,QR,Sunny
TXN-2724,2026-02-16,17:23,Putrajaya,Espresso-based,Americano,2,9.0,18.0,QR,Sunny
TXN-2767,2026-02-16,17:23,Puncak Alam,Milk-based,Latte,1,11.0,11.0,QR,Sunny
TXN-2740,2026-02-16,17:25,Putrajaya,Milk-based,Caramel Macchiato,1,13.0,13.0,Cash,Sunny
TXN-2756,2026-02-16,17:28,Putrajaya,Ice Blended,Ice Blended Chocolate Chip,1,14.0,14.0,QR,Sunny
TXN-2803,2026-02-16,17:37,Puncak Alam,Espresso-based,Americano,1,9.0,9.0,QR,Sunny
TXN-2822,2026-02-16,17:43,Puncak Alam,Milk-based,Mocha,1,12.0,12.0,QR,Sunny
TXN-2732,2026-02-16,17:44,Putrajaya,Milk-based,Mocha,1,12.0,12.0,QR,Sunny
TXN-2793,2026-02-16,17:46,Puncak Alam,Milk-based,Caramel Macchiato,1,13.0,13.0,QR,Sunny
TXN-2785,2026-02-16,18:03,Puncak Alam,Ice Blended,Ice Blended Chocolate Chip,2,14.0,28.0,QR,Sunny
TXN-2842,2026-02-16,18:07,Puncak Alam,Espresso-based,Espresso,1,7.0,7.0,QR,Sunny
TXN-2811,2026-02-16,18:09,Puncak Alam,Milk-based,Mocha,1,12.0,12.0,QR,Sunny
TXN-2821,2026-02-16,18:18,Puncak Alam,Milk-based,Mocha,1,12.0,12.0,QR,Sunny
TXN-2753,2026-02-16,18:23,Putrajaya,Milk-based,Mocha,3,12.0,36.0,QR,Sunny
TXN-2779,2026-02-16,18:28,Puncak Alam,Milk-based,Latte,1,11.0,11.0,QR,Sunny
TXN-2741,2026-02-16,18:38,Putrajaya,Milk-based,Caramel Macchiato,1,13.0,13.0,Cash,Sunny
TXN-2754,2026-02-16,18:44,Putrajaya,Milk-based,Latte,2,11.0,22.0,QR,Sunny
TXN-2837,2026-02-16,18:46,Puncak Alam,Milk-based,Cappuccino,1,11.0,11.0,QR,Sunny
TXN-2723,2026-02-16,18:50,Putrajaya,Ice Blended,Ice Blended Chocolate Chip,3,14.0,42.0,QR,Sunny
TXN-2802,2026-02-16,18:51,Puncak Alam,Milk-based,Caramel Macchiato,1,13.0,13.0,Cash,Sunny
TXN-2782,2026-02-16,18:55,Puncak Alam,Ice Blended,Ice Blended Chocolate Chip,4,14.0,56.0,QR,Sunny
TXN-2711,2026-02-16,18:57,Putrajaya,Espresso-based,Espresso,1,7.0,7.0,QR,Sunny
TXN-2763,2026-02-16,19:12,Putrajaya,Espresso-based,Americano,1,9.0,9.0,QR,Sunny
TXN-2762,2026-02-16,19:14,Putrajaya,Milk-based,Caramel Macchiato,1,13.0,13.0,QR,Sunny
TXN-2798,2026-02-16,19:22,Puncak Alam,Milk-based,Mocha,3,12.0,36.0,Cash,Sunny
TXN-2751,2026-02-16,19:31,Putrajaya,Ice Blended,Ice Blended Chocolate Chip,3,14.0,42.0,QR,Sunny
TXN-2745,2026-02-16,19:35,Putrajaya,Milk-based,Mocha,1,12.0,12.0,Cash,Sunny
TXN-2727,2026-02-16,19:43,Putrajaya,Espresso-based,Espresso,1,7.0,7.0,QR,Sunny
TXN-2739,2026-02-16,19:50,Putrajaya,Milk-based,Cappuccino,2,11.0,22.0,QR,Sunny
TXN-2733,2026-02-16,19:51,Putrajaya,Milk-based,Mocha,1,12.0,12.0,Cash,Sunny
TXN-2720,2026-02-16,19:57,Putrajaya,Milk-based,Cappuccino,1,11.0,11.0,QR,Sunny
TXN-2755,2026-02-16,19:58,Putrajaya,Milk-based,Caramel Macchiato,1,13.0,13.0,QR,Sunny
TXN-2764,2026-02-16,20:04,Putrajaya,Milk-based,Mocha,2,12.0,24.0,QR,Sunny
TXN-2771,2026-02-16,20:04,Puncak Alam,Milk-based,Mocha,2,12.0,24.0,QR,Sunny
TXN-2789,2026-02-16,20:05,Puncak Alam,Milk-based,Mocha,3,12.0,36.0,QR,Sunny
TXN-2820,2026-02-16,20:10,Puncak Alam,Espresso-based,Espresso,2,7.0,14.0,QR,Sunny
TXN-2808,2026-02-16,20:19,Puncak Alam,Milk-based,Latte,1,11.0,11.0,QR,Sunny
TXN-2806,2026-02-16,20:21,Puncak Alam,Milk-based,Latte,1,11.0,11.0,QR,Sunny
TXN-2833,2026-02-16,20:30,Puncak Alam,Milk-based,Cappuccino,1,11.0,11.0,QR,Sunny
TXN-2722,2026-02-16,20:41,Putrajaya,Espresso-based,Americano,1,9.0,9.0,QR,Sunny
TXN-2713,2026-02-16,20:47,Putrajaya,Ice Blended,Ice Blended Chocolate Chip,1,14.0,14.0,QR,Sunny
TXN-2734,2026-02-16,21:15,Putrajaya,Espresso-based,Espresso,1,7.0,7.0,Cash,Sunny
TXN-2817,2026-02-16,21:15,Puncak Alam,Milk-based,Mocha,1,12.0,12.0,Cash,Sunny
TXN-2744,2026-02-16,21:21,Putrajaya,Espresso-based,Americano,1,9.0,9.0,QR,Sunny
TXN-2807,2026-02-16,21:23,Puncak Alam,Milk-based,Mocha,1,12.0,12.0,QR,Sunny
TXN-2813,2026-02-16,21:24,Puncak Alam,Espresso-based,Americano,1,9.0,9.0,QR,Sunny
TXN-2716,2026-02-16,21:31,Putrajaya,Ice Blended,Ice Blended Chocolate Chip,1,14.0,14.0,QR,Sunny
TXN-2747,2026-02-16,21:36,Putrajaya,Milk-based,Caramel Macchiato,1,13.0,13.0,Cash,Sunny
TXN-2810,2026-02-16,21:47,Puncak Alam,Milk-based,Mocha,1,12.0,12.0,Cash,Sunny
TXN-2814,2026-02-16,21:50,Puncak Alam,Espresso-based,Americano,1,9.0,9.0,Cash,Sunny
TXN-2746,2026-02-16,21:52,Putrajaya,Milk-based,Mocha,2,12.0,24.0,QR,Sunny
TXN-2818,2026-02-16,21:54,Puncak Alam,Espresso-based,Americano,2,9.0,18.0,QR,Sunny
TXN-2948,2026-02-17,08:00,Puncak Alam,Milk-based,Caramel Macchiato,1,13.0,13.0,QR,Sunny
TXN-2849,2026-02-17,08:08,Putrajaya,Ice Blended,Ice Blended Chocolate Chip,2,14.0,28.0,QR,Sunny
TXN-2874,2026-02-17,08:51,Putrajaya,Milk-based,Caramel Macchiato,1,13.0,13.0,QR,Sunny
TXN-2897,2026-02-17,08:57,Putrajaya,Milk-based,Latte,1,11.0,11.0,QR,Sunny
TXN-2951,2026-02-17,09:13,Puncak Alam,Espresso-based,Espresso,1,7.0,7.0,QR,Sunny
TXN-2872,2026-02-17,09:34,Putrajaya,Milk-based,Cappuccino,2,11.0,22.0,Cash,Sunny
TXN-2862,2026-02-17,09:35,Putrajaya,Espresso-based,Americano,1,9.0,9.0,QR,Sunny
TXN-2915,2026-02-17,09:41,Puncak Alam,Milk-based,Caramel Macchiato,2,13.0,26.0,Cash,Sunny
TXN-2865,2026-02-17,09:43,Putrajaya,Milk-based,Caramel Macchiato,2,13.0,26.0,Cash,Sunny
TXN-2929,2026-02-17,09:50,Puncak Alam,Ice Blended,Ice Blended Chocolate Chip,1,14.0,14.0,QR,Sunny
TXN-2878,2026-02-17,09:53,Putrajaya,Milk-based,Mocha,1,12.0,12.0,QR,Sunny
TXN-2882,2026-02-17,10:37,Putrajaya,Ice Blended,Ice Blended Chocolate Chip,1,14.0,14.0,QR,Sunny
TXN-2906,2026-02-17,10:40,Puncak Alam,Ice Blended,Ice Blended Chocolate Chip,1,14.0,14.0,QR,Sunny
TXN-2912,2026-02-17,10:41,Puncak Alam,Milk-based,Caramel Macchiato,2,13.0,26.0,QR,Sunny
TXN-2916,2026-02-17,10:57,Puncak Alam,Milk-based,Cappuccino,2,11.0,22.0,QR,Sunny
TXN-2950,2026-02-17,11:19,Puncak Alam,Milk-based,Latte,2,11.0,22.0,QR,Sunny
TXN-2899,2026-02-17,11:20,Putrajaya,Milk-based,Latte,1,11.0,11.0,Cash,Sunny
TXN-2901,2026-02-17,11:32,Putrajaya,Milk-based,Caramel Macchiato,1,13.0,13.0,Cash,Sunny
TXN-2922,2026-02-17,11:34,Puncak Alam,Milk-based,Latte,1,11.0,11.0,QR,Sunny
TXN-2870,2026-02-17,11:45,Putrajaya,Espresso-based,Americano,1,9.0,9.0,Cash,Sunny
TXN-2888,2026-02-17,12:02,Putrajaya,Milk-based,Mocha,1,12.0,12.0,QR,Sunny
TXN-2866,2026-02-17,12:06,Putrajaya,Milk-based,Latte,1,11.0,11.0,Cash,Sunny
TXN-2896,2026-02-17,12:06,Putrajaya,Milk-based,Caramel Macchiato,1,13.0,13.0,QR,Sunny
TXN-2892,2026-02-17,12:15,Putrajaya,Espresso-based,Espresso,1,7.0,7.0,QR,Sunny
TXN-2952,2026-02-17,12:25,Puncak Alam,Ice Blended,Ice Blended Chocolate Chip,2,14.0,28.0,QR,Sunny
TXN-2927,2026-02-17,12:34,Puncak Alam,Milk-based,Latte,3,11.0,33.0,Cash,Sunny
TXN-2877,2026-02-17,12:38,Putrajaya,Milk-based,Latte,1,11.0,11.0,QR,Sunny
TXN-2934,2026-02-17,12:50,Puncak Alam,Milk-based,Cappuccino,1,11.0,11.0,Cash,Sunny
TXN-2850,2026-02-17,13:00,Putrajaya,Espresso-based,Americano,1,9.0,9.0,QR,Sunny
TXN-2902,2026-02-17,13:08,Putrajaya,Ice Blended,Ice Blended Chocolate Chip,1,14.0,14.0,Cash,Sunny
TXN-2857,2026-02-17,13:15,Putrajaya,Milk-based,Mocha,2,12.0,24.0,Cash,Sunny
TXN-2873,2026-02-17,13:30,Putrajaya,Milk-based,Caramel Macchiato,1,13.0,13.0,Cash,Sunny
TXN-2910,2026-02-17,13:35,Puncak Alam,Milk-based,Caramel Macchiato,1,13.0,13.0,Cash,Sunny
TXN-2856,2026-02-17,13:37,Putrajaya,Milk-based,Caramel Macchiato,1,13.0,13.0,QR,Sunny
TXN-2867,2026-02-17,13:48,Putrajaya,Milk-based,Caramel Macchiato,1,13.0,13.0,Cash,Sunny
TXN-2868,2026-02-17,13:48,Putrajaya,Espresso-based,Americano,1,9.0,9.0,QR,Sunny
TXN-2904,2026-02-17,14:04,Putrajaya,Espresso-based,Espresso,2,7.0,14.0,Cash,Sunny
TXN-2893,2026-02-17,14:11,Putrajaya,Ice Blended,Ice Blended Chocolate Chip,1,14.0,14.0,Cash,Sunny
TXN-2909,2026-02-17,14:20,Puncak Alam,Milk-based,Mocha,1,12.0,12.0,QR,Sunny
TXN-2898,2026-02-17,14:28,Putrajaya,Milk-based,Cappuccino,2,11.0,22.0,QR,Sunny
TXN-2903,2026-02-17,14:31,Putrajaya,Espresso-based,Americano,1,9.0,9.0,Cash,Sunny
TXN-2860,2026-02-17,14:36,Putrajaya,Espresso-based,Americano,1,9.0,9.0,QR,Sunny
TXN-2919,2026-02-17,14:44,Puncak Alam,Espresso-based,Americano,1,9.0,9.0,QR,Sunny
TXN-2881,2026-02-17,14:54,Putrajaya,Milk-based,Cappuccino,1,11.0,11.0,QR,Sunny
TXN-2863,2026-02-17,14:59,Putrajaya,Milk-based,Cappuccino,1,11.0,11.0,QR,Sunny
TXN-2921,2026-02-17,14:59,Puncak Alam,Ice Blended,Ice Blended Chocolate Chip,1,14.0,14.0,Cash,Sunny
TXN-2843,2026-02-17,15:00,Putrajaya,Espresso-based,Espresso,3,7.0,21.0,Cash,Sunny
TXN-2895,2026-02-17,15:08,Putrajaya,Milk-based,Mocha,1,12.0,12.0,Cash,Sunny
TXN-2855,2026-02-17,15:22,Putrajaya,Milk-based,Caramel Macchiato,1,13.0,13.0,QR,Sunny
TXN-2851,2026-02-17,15:28,Putrajaya,Ice Blended,Ice Blended Chocolate Chip,3,14.0,42.0,QR,Sunny
TXN-2954,2026-02-17,15:34,Puncak Alam,Espresso-based,Espresso,1,7.0,7.0,QR,Sunny
TXN-2943,2026-02-17,15:36,Puncak Alam,Milk-based,Cappuccino,2,11.0,22.0,QR,Sunny
TXN-2847,2026-02-17,15:43,Putrajaya,Espresso-based,Americano,1,9.0,9.0,QR,Sunny
TXN-2891,2026-02-17,15:55,Putrajaya,Espresso-based,Americano,1,9.0,9.0,QR,Sunny
TXN-2900,2026-02-17,15:55,Putrajaya,Ice Blended,Ice Blended Chocolate Chip,1,14.0,14.0,QR,Sunny
TXN-2844,2026-02-17,15:56,Putrajaya,Espresso-based,Espresso,1,7.0,7.0,QR,Sunny
TXN-2936,2026-02-17,15:59,Puncak Alam,Espresso-based,Espresso,1,7.0,7.0,QR,Sunny
TXN-2885,2026-02-17,16:08,Putrajaya,Espresso-based,Americano,1,9.0,9.0,Cash,Sunny
TXN-2845,2026-02-17,16:11,Putrajaya,Espresso-based,Espresso,1,7.0,7.0,QR,Sunny
TXN-2846,2026-02-17,16:16,Putrajaya,Milk-based,Caramel Macchiato,1,13.0,13.0,Cash,Sunny
TXN-2926,2026-02-17,16:18,Puncak Alam,Milk-based,Latte,1,11.0,11.0,Cash,Sunny
TXN-2945,2026-02-17,16:19,Puncak Alam,Espresso-based,Americano,1,9.0,9.0,QR,Sunny
TXN-2861,2026-02-17,16:23,Putrajaya,Milk-based,Mocha,1,12.0,12.0,Cash,Sunny
TXN-2925,2026-02-17,16:28,Puncak Alam,Milk-based,Latte,2,11.0,22.0,QR,Sunny
TXN-2939,2026-02-17,16:34,Puncak Alam,Espresso-based,Americano,2,9.0,18.0,Cash,Sunny
TXN-2947,2026-02-17,16:38,Puncak Alam,Espresso-based,Espresso,1,7.0,7.0,Cash,Sunny
TXN-2949,2026-02-17,16:45,Puncak Alam,Milk-based,Latte,1,11.0,11.0,QR,Sunny
TXN-2924,2026-02-17,16:47,Puncak Alam,Milk-based,Mocha,1,12.0,12.0,QR,Sunny
TXN-2854,2026-02-17,16:48,Putrajaya,Milk-based,Latte,1,11.0,11.0,QR,Sunny
TXN-2932,2026-02-17,16:53,Puncak Alam,Espresso-based,Espresso,1,7.0,7.0,QR,Sunny
TXN-2935,2026-02-17,16:54,Puncak Alam,Espresso-based,Espresso,1,7.0,7.0,QR,Sunny
TXN-2852,2026-02-17,16:58,Putrajaya,Espresso-based,Americano,1,9.0,9.0,QR,Sunny
TXN-2871,2026-02-17,17:00,Putrajaya,Milk-based,Mocha,1,12.0,12.0,QR,Sunny
TXN-2918,2026-02-17,17:02,Puncak Alam,Milk-based,Mocha,3,12.0,36.0,QR,Sunny
TXN-2913,2026-02-17,17:04,Puncak Alam,Milk-based,Caramel Macchiato,1,13.0,13.0,QR,Sunny
TXN-2942,2026-02-17,17:09,Puncak Alam,Espresso-based,Espresso,2,7.0,14.0,QR,Sunny
TXN-2848,2026-02-17,17:16,Putrajaya,Milk-based,Mocha,1,12.0,12.0,QR,Sunny
TXN-2879,2026-02-17,17:16,Putrajaya,Espresso-based,Espresso,1,7.0,7.0,QR,Sunny
TXN-2944,2026-02-17,17:23,Puncak Alam,Milk-based,Latte,1,11.0,11.0,QR,Sunny
TXN-2884,2026-02-17,17:27,Putrajaya,Milk-based,Cappuccino,1,11.0,11.0,QR,Sunny
TXN-2858,2026-02-17,17:28,Putrajaya,Ice Blended,Ice Blended Chocolate Chip,1,14.0,14.0,QR,Sunny
TXN-2876,2026-02-17,17:29,Putrajaya,Milk-based,Mocha,2,12.0,24.0,QR,Sunny
TXN-2883,2026-02-17,17:45,Putrajaya,Milk-based,Caramel Macchiato,3,13.0,39.0,QR,Sunny
TXN-2907,2026-02-17,18:06,Puncak Alam,Milk-based,Mocha,2,12.0,24.0,Cash,Sunny
TXN-2886,2026-02-17,18:08,Putrajaya,Espresso-based,Espresso,1,7.0,7.0,QR,Sunny
TXN-2940,2026-02-17,18:15,Puncak Alam,Milk-based,Latte,2,11.0,22.0,QR,Sunny
TXN-2930,2026-02-17,18:16,Puncak Alam,Espresso-based,Espresso,1,7.0,7.0,QR,Sunny
TXN-2894,2026-02-17,18:17,Putrajaya,Espresso-based,Espresso,2,7.0,14.0,QR,Sunny
TXN-2905,2026-02-17,18:20,Putrajaya,Milk-based,Caramel Macchiato,1,13.0,13.0,QR,Sunny
TXN-2864,2026-02-17,18:22,Putrajaya,Espresso-based,Espresso,1,7.0,7.0,Cash,Sunny
TXN-2869,2026-02-17,18:22,Putrajaya,Milk-based,Cappuccino,1,11.0,11.0,QR,Sunny
TXN-2923,2026-02-17,18:38,Puncak Alam,Milk-based,Mocha,1,12.0,12.0,QR,Sunny
TXN-2953,2026-02-17,18:47,Puncak Alam,Ice Blended,Ice Blended Chocolate Chip,1,14.0,14.0,QR,Sunny
TXN-2880,2026-02-17,18:52,Putrajaya,Milk-based,Latte,3,11.0,33.0,Cash,Sunny
TXN-2911,2026-02-17,18:52,Puncak Alam,Milk-based,Cappuccino,1,11.0,11.0,Cash,Sunny
TXN-2875,2026-02-17,19:12,Putrajaya,Milk-based,Caramel Macchiato,1,13.0,13.0,QR,Sunny
TXN-2941,2026-02-17,19:25,Puncak Alam,Espresso-based,Espresso,1,7.0,7.0,QR,Sunny
TXN-2920,2026-02-17,19:29,Puncak Alam,Milk-based,Mocha,2,12.0,24.0,QR,Sunny
TXN-2859,2026-02-17,19:31,Putrajaya,Ice Blended,Ice Blended Chocolate Chip,1,14.0,14.0,QR,Sunny
TXN-2887,2026-02-17,19:39,Putrajaya,Milk-based,Mocha,2,12.0,24.0,QR,Sunny
TXN-2928,2026-02-17,19:47,Puncak Alam,Ice Blended,Ice Blended Chocolate Chip,1,14.0,14.0,QR,Sunny
TXN-2931,2026-02-17,20:11,Puncak Alam,Milk-based,Caramel Macchiato,2,13.0,26.0,QR,Sunny
TXN-2938,2026-02-17,20:17,Puncak Alam,Espresso-based,Americano,2,9.0,18.0,Cash,Sunny
TXN-2890,2026-02-17,20:29,Putrajaya,Milk-based,Latte,2,11.0,22.0,QR,Sunny
TXN-2917,2026-02-17,20:29,Puncak Alam,Espresso-based,Espresso,1,7.0,7.0,Cash,Sunny
TXN-2946,2026-02-17,20:36,Puncak Alam,Ice Blended,Ice Blended Chocolate Chip,2,14.0,28.0,QR,Sunny
TXN-2933,2026-02-17,20:42,Puncak Alam,Milk-based,Caramel Macchiato,3,13.0,39.0,QR,Sunny
TXN-2889,2026-02-17,20:43,Putrajaya,Milk-based,Caramel Macchiato,2,13.0,26.0,QR,Sunny
TXN-2914,2026-02-17,20:54,Puncak Alam,Ice Blended,Ice Blended Chocolate Chip,1,14.0,14.0,QR,Sunny
TXN-2853,2026-02-17,20:56,Putrajaya,Milk-based,Caramel Macchiato,1,13.0,13.0,QR,Sunny
TXN-2908,2026-02-17,21:23,Puncak Alam,Ice Blended,Ice Blended Chocolate Chip,1,14.0,14.0,Cash,Sunny
TXN-2937,2026-02-17,21:30,Puncak Alam,Ice Blended,Ice Blended Chocolate Chip,1,14.0,14.0,QR,Sunny
TXN-3056,2026-02-18,08:00,Puncak Alam,Ice Blended,Ice Blended Chocolate Chip,1,14.0,14.0,QR,Sunny
TXN-2955,2026-02-18,08:05,Putrajaya,Milk-based,Mocha,1,12.0,12.0,Cash,Sunny
TXN-2983,2026-02-18,08:12,Putrajaya,Milk-based,Mocha,1,12.0,12.0,Cash,Sunny
TXN-3067,2026-02-18,08:20,Puncak Alam,Espresso-based,Americano,1,9.0,9.0,Cash,Sunny
TXN-3007,2026-02-18,08:31,Putrajaya,Milk-based,Mocha,1,12.0,12.0,QR,Sunny
TXN-3021,2026-02-18,08:31,Puncak Alam,Milk-based,Caramel Macchiato,1,13.0,13.0,Cash,Sunny
