Transaction_ID,Date,Time,Outlet,Category,Product_Name,Quantity_Sold,Unit_Price_RM,Total_Revenue_RM,Payment_Method
TXN-2597,14/2/2026,20:15,Puncak Alam,Espresso-based,Espresso,1,7,7,QR
TXN-2560,14/2/2026,20:38,Puncak Alam,Milk-based,Caramel Macchiato,1,13,13,Cash
TXN-2551,14/2/2026,20:45,Puncak Alam,Milk-based,Mocha,1,12,12,QR
TXN-2599,14/2/2026,20:45,Puncak Alam,Milk-based,Latte,2,11,22,QR
TXN-2482,14/2/2026,20:48,Putrajaya,Milk-based,Mocha,1,12,12,QR
TXN-2475,14/2/2026,20:49,Putrajaya,Espresso-based,Espresso,2,7,14,QR
TXN-2598,14/2/2026,20:49,Puncak Alam,Milk-based,Caramel Macchiato,3,13,39,QR
TXN-2563,14/2/2026,20:50,Puncak Alam,Milk-based,Caramel Macchiato,1,13,13,QR
TXN-2491,14/2/2026,21:02,Putrajaya,Espresso-based,Espresso,1,7,7,QR
TXN-2577,14/2/2026,21:11,Puncak Alam,Milk-based,Cappuccino,1,11,11,QR
TXN-2565,14/2/2026,21:16,Puncak Alam,Milk-based,Cappuccino,1,11,11,QR
TXN-2465,14/2/2026,21:20,Putrajaya,Espresso-based,Espresso,1,7,7,QR
TXN-2466,14/2/2026,21:45,Putrajaya,Espresso-based,Americano,1,9,9,QR
TXN-2596,14/2/2026,21:50,Puncak Alam,Milk-based,Caramel Macchiato,1,13,13,QR
TXN-2559,14/2/2026,21:52,Puncak Alam,Milk-based,Latte,2,11,22,Cash
TXN-2513,14/2/2026,21:55,Putrajaya,Milk-based,Latte,1,11,11,QR
TXN-2483,14/2/2026,21:57,Putrajaya,Milk-based,Caramel Macchiato,1,13,13,QR
TXN-2474,14/2/2026,21:58,Putrajaya,Milk-based,Caramel Macchiato,1,13,13,Cash
TXN-2638,15/2/2026,8:02,Putrajaya,Milk-based,Caramel Macchiato,1,13,13,Cash
TXN-2629,15/2/2026,8:08,Putrajaya,Espresso-based,Espresso,4,7,28,QR
TXN-2648,15/2/2026,8:23,Putrajaya,Espresso-based,Espresso,1,7,7,Cash
TXN-2693,15/2/2026,8:33,Puncak Alam,Ice Blended,Ice Blended Chocolate Chip,3,14,42,QR
TXN-2696,15/2/2026,8:52,Puncak Alam,Milk-based,Mocha,2,12,24,Cash
TXN-2641,15/2/2026,8:57,Putrajaya,Milk-based,Latte,1,11,11,Cash
TXN-2655,15/2/2026,8:57,Putrajaya,Milk-based,Latte,1,11,11,Cash
TXN-2665,15/2/2026,9:01,Puncak Alam,Milk-based,Latte,1,11,11,QR
TXN-2617,15/2/2026,9:03,Putrajaya,Espresso-based,Espresso,1,7,7,Cash
TXN-2604,15/2/2026,9:15,Putrajaya,Espresso-based,Americano,3,9,27,QR
TXN-2704,15/2/2026,9:15,Puncak Alam,Espresso-based,Americano,1,9,9,QR
TXN-2684,15/2/2026,9:16,Puncak Alam,Milk-based,Caramel Macchiato,1,13,13,QR
TXN-2635,15/2/2026,9:22,Putrajaya,Ice Blended,Ice Blended Chocolate Chip,1,14,14,QR
TXN-2702,15/2/2026,9:29,Puncak Alam,Milk-based,Cappuccino,1,11,11,Cash
TXN-2611,15/2/2026,9:39,Putrajaya,Milk-based,Latte,1,11,11,QR
TXN-2707,15/2/2026,9:53,Puncak Alam,Milk-based,Caramel Macchiato,1,13,13,QR
TXN-2620,15/2/2026,10:10,Putrajaya,Espresso-based,Americano,2,9,18,QR
TXN-2614,15/2/2026,10:30,Putrajaya,Milk-based,Caramel Macchiato,1,13,13,QR
TXN-2628,15/2/2026,10:39,Putrajaya,Milk-based,Caramel Macchiato,1,13,13,QR
TXN-2643,15/2/2026,10:50,Putrajaya,Milk-based,Mocha,1,12,12,Cash
TXN-2683,15/2/2026,10:53,Puncak Alam,Milk-based,Latte,1,11,11,Cash
TXN-2692,15/2/2026,10:57,Puncak Alam,Espresso-based,Americano,1,9,9,QR
TXN-2605,15/2/2026,10:58,Putrajaya,Milk-based,Latte,1,11,11,Cash
TXN-2695,15/2/2026,11:03,Puncak Alam,Espresso-based,Americano,3,9,27,QR
TXN-2664,15/2/2026,11:20,Puncak Alam,Milk-based,Cappuccino,1,11,11,QR
TXN-2612,15/2/2026,11:21,Putrajaya,Milk-based,Latte,1,11,11,QR
TXN-2602,15/2/2026,11:22,Putrajaya,Milk-based,Latte,2,11,22,QR
TXN-2687,15/2/2026,11:23,Puncak Alam,Milk-based,Mocha,1,12,12,QR
TXN-2636,15/2/2026,11:35,Putrajaya,Milk-based,Mocha,3,12,36,Cash
TXN-2624,15/2/2026,12:00,Putrajaya,Milk-based,Latte,1,11,11,Cash
TXN-2627,15/2/2026,12:01,Putrajaya,Milk-based,Mocha,1,12,12,QR
TXN-2662,15/2/2026,12:12,Putrajaya,Espresso-based,Americano,1,9,9,QR
TXN-2663,15/2/2026,12:12,Putrajaya,Milk-based,Mocha,2,12,24,QR
TXN-2623,15/2/2026,12:18,Putrajaya,Espresso-based,Americano,1,9,9,Cash
TXN-2680,15/2/2026,12:22,Puncak Alam,Milk-based,Mocha,1,12,12,QR
TXN-2622,15/2/2026,12:26,Putrajaya,Espresso-based,Espresso,1,7,7,QR
TXN-2670,15/2/2026,12:27,Puncak Alam,Milk-based,Mocha,2,12,24,QR
TXN-2688,15/2/2026,12:43,Puncak Alam,Milk-based,Cappuccino,1,11,11,Cash
TXN-2669,15/2/2026,12:48,Puncak Alam,Milk-based,Cappuccino,1,11,11,Cash
TXN-2676,15/2/2026,12:57,Puncak Alam,Milk-based,Cappuccino,1,11,11,QR
TXN-2632,15/2/2026,13:07,Putrajaya,Milk-based,Cappuccino,1,11,11,QR
TXN-2660,15/2/2026,13:07,Putrajaya,Espresso-based,Americano,3,9,27,QR
TXN-2646,15/2/2026,13:13,Putrajaya,Milk-based,Latte,2,11,22,Cash
TXN-2608,15/2/2026,13:16,Putrajaya,Espresso-based,Americano,2,9,18,QR
TXN-2654,15/2/2026,13:17,Putrajaya,Milk-based,Caramel Macchiato,2,13,26,Cash
TXN-2606,15/2/2026,13:34,Putrajaya,Milk-based,Latte,1,11,11,Cash
TXN-2626,15/2/2026,13:41,Putrajaya,Milk-based,Latte,2,11,22,QR
TXN-2667,15/2/2026,13:48,Puncak Alam,Milk-based,Cappuccino,1,11,11,QR
TXN-2644,15/2/2026,13:50,Putrajaya,Milk-based,Mocha,1,12,12,QR
TXN-2705,15/2/2026,14:07,Puncak Alam,Espresso-based,Americano,1,9,9,QR
TXN-2613,15/2/2026,14:19,Putrajaya,Milk-based,Latte,1,11,11,QR
TXN-2703,15/2/2026,14:33,Puncak Alam,Milk-based,Mocha,2,12,24,QR
TXN-2634,15/2/2026,14:40,Putrajaya,Ice Blended,Ice Blended Chocolate Chip,1,14,14,Cash
TXN-2681,15/2/2026,14:44,Puncak Alam,Ice Blended,Ice Blended Chocolate Chip,1,14,14,QR
TXN-2652,15/2/2026,14:57,Putrajaya,Ice Blended,Ice Blended Chocolate Chip,2,14,28,Cash
TXN-2619,15/2/2026,15:03,Putrajaya,Milk-based,Cappuccino,1,11,11,Cash
TXN-2610,15/2/2026,15:04,Putrajaya,Espresso-based,Americano,3,9,27,QR
TXN-2682,15/2/2026,15:13,Puncak Alam,Milk-based,Mocha,3,12,36,Cash
TXN-2639,15/2/2026,15:14,Putrajaya,Espresso-based,Espresso,2,7,14,QR
TXN-2678,15/2/2026,15:19,Puncak Alam,Milk-based,Cappuccino,3,11,33,QR
TXN-2647,15/2/2026,15:33,Putrajaya,Ice Blended,Ice Blended Chocolate Chip,1,14,14,Cash
TXN-2640,15/2/2026,15:39,Putrajaya,Milk-based,Caramel Macchiato,1,13,13,QR
TXN-2689,15/2/2026,15:40,Puncak Alam,Milk-based,Mocha,1,12,12,Cash
TXN-2618,15/2/2026,16:11,Putrajaya,Milk-based,Mocha,1,12,12,QR
TXN-2658,15/2/2026,16:18,Putrajaya,Milk-based,Cappuccino,1,11,11,QR
TXN-2631,15/2/2026,16:28,Putrajaya,Milk-based,Latte,1,11,11,QR
TXN-2674,15/2/2026,16:40,Puncak Alam,Espresso-based,Espresso,1,7,7,QR
TXN-2615,15/2/2026,16:42,Putrajaya,Ice Blended,Ice Blended Chocolate Chip,2,14,28,QR
TXN-2649,15/2/2026,16:44,Putrajaya,Milk-based,Caramel Macchiato,2,13,26,QR
TXN-2701,15/2/2026,16:45,Puncak Alam,Espresso-based,Espresso,1,7,7,QR
TXN-2616,15/2/2026,16:47,Putrajaya,Milk-based,Caramel Macchiato,1,13,13,QR
TXN-2659,15/2/2026,16:59,Putrajaya,Espresso-based,Espresso,1,7,7,QR
TXN-2677,15/2/2026,17:00,Puncak Alam,Milk-based,Mocha,3,12,36,QR
TXN-2691,15/2/2026,17:02,Puncak Alam,Milk-based,Latte,2,11,22,Cash
TXN-2642,15/2/2026,17:28,Putrajaya,Milk-based,Latte,1,11,11,QR
TXN-2656,15/2/2026,17:31,Putrajaya,Milk-based,Caramel Macchiato,1,13,13,QR
TXN-2706,15/2/2026,17:33,Puncak Alam,Milk-based,Cappuccino,1,11,11,QR
TXN-2621,15/2/2026,17:34,Putrajaya,Milk-based,Caramel Macchiato,3,13,39,QR
TXN-2653,15/2/2026,17:56,Putrajaya,Milk-based,Mocha,1,12,12,QR
TXN-2694,15/2/2026,17:59,Puncak Alam,Ice Blended,Ice Blended Chocolate Chip,1,14,14,QR
TXN-2708,15/2/2026,18:01,Puncak Alam,Milk-based,Latte,1,11,11,QR
TXN-2633,15/2/2026,18:36,Putrajaya,Ice Blended,Ice Blended Chocolate Chip,2,14,28,QR
TXN-2603,15/2/2026,18:43,Putrajaya,Ice Blended,Ice Blended Chocolate Chip,1,14,14,QR
TXN-2666,15/2/2026,18:46,Puncak Alam,Ice Blended,Ice Blended Chocolate Chip,2,14,28,QR
TXN-2601,15/2/2026,18:55,Putrajaya,Milk-based,Mocha,1,12,12,Cash
TXN-2686,15/2/2026,19:04,Puncak Alam,Espresso-based,Espresso,1,7,7,QR
TXN-2607,15/2/2026,19:20,Putrajaya,Milk-based,Cappuccino,1,11,11,QR
TXN-2671,15/2/2026,19:20,Puncak Alam,Milk-based,Cappuccino,1,11,11,QR
TXN-2700,15/2/2026,19:27,Puncak Alam,Ice Blended,Ice Blended Chocolate Chip,4,14,56,QR
TXN-2673,15/2/2026,19:35,Puncak Alam,Espresso-based,Espresso,1,7,7,QR
TXN-2600,15/2/2026,19:41,Putrajaya,Milk-based,Caramel Macchiato,2,13,26,Cash
TXN-2697,15/2/2026,19:44,Puncak Alam,Milk-based,Caramel Macchiato,1,13,13,QR
TXN-2645,15/2/2026,19:56,Putrajaya,Milk-based,Mocha,1,12,12,QR
TXN-2690,15/2/2026,19:57,Puncak Alam,Milk-based,Mocha,1,12,12,QR
TXN-2698,15/2/2026,19:57,Puncak Alam,Ice Blended,Ice Blended Chocolate Chip,1,14,14,Cash
TXN-2625,15/2/2026,20:09,Putrajaya,Milk-based,Caramel Macchiato,1,13,13,QR
TXN-2668,15/2/2026,20:15,Puncak Alam,Milk-based,Latte,3,11,33,QR
TXN-2630,15/2/2026,20:16,Putrajaya,Milk-based,Latte,1,11,11,Cash
TXN-2609,15/2/2026,20:19,Putrajaya,Espresso-based,Americano,1,9,9,QR
TXN-2637,15/2/2026,20:20,Putrajaya,Milk-based,Caramel Macchiato,2,13,26,QR
TXN-2679,15/2/2026,20:23,Puncak Alam,Milk-based,Caramel Macchiato,1,13,13,QR
TXN-2657,15/2/2026,20:32,Putrajaya,Milk-based,Latte,1,11,11,Cash
TXN-2651,15/2/2026,20:35,Putrajaya,Milk-based,Latte,2,11,22,Cash
TXN-2650,15/2/2026,20:56,Putrajaya,Espresso-based,Espresso,1,7,7,QR
TXN-2661,15/2/2026,21:02,Putrajaya,Milk-based,Latte,1,11,11,QR
TXN-2672,15/2/2026,21:04,Puncak Alam,Espresso-based,Americano,1,9,9,Cash
TXN-2675,15/2/2026,21:17,Puncak Alam,Milk-based,Caramel Macchiato,1,13,13,Cash
TXN-2685,15/2/2026,21:44,Puncak Alam,Milk-based,Mocha,2,12,24,QR
TXN-2709,15/2/2026,21:49,Puncak Alam,Milk-based,Mocha,3,12,36,Cash
TXN-2699,15/2/2026,21:59,Puncak Alam,Milk-based,Caramel Macchiato,3,13,39,QR
TXN-2781,16/2/2026,8:09,Puncak Alam,Espresso-based,Espresso,2,7,14,Cash
TXN-2801,16/2/2026,8:12,Puncak Alam,Ice Blended,Ice Blended Chocolate Chip,1,14,14,QR
TXN-2816,16/2/2026,8:13,Puncak Alam,Milk-based,Mocha,3,12,36,QR
TXN-2794,16/2/2026,8:22,Puncak Alam,Milk-based,Latte,1,11,11,QR
TXN-2824,16/2/2026,8:33,Puncak Alam,Espresso-based,Espresso,1,7,7,QR
TXN-2766,16/2/2026,8:38,Putrajaya,Milk-based,Cappuccino,1,11,11,QR
TXN-2800,16/2/2026,8:48,Puncak Alam,Milk-based,Caramel Macchiato,1,13,13,QR
TXN-2829,16/2/2026,8:57,Puncak Alam,Espresso-based,Espresso,3,7,21,QR
TXN-2738,16/2/2026,9:06,Putrajaya,Milk-based,Caramel Macchiato,1,13,13,QR
TXN-2758,16/2/2026,9:09,Putrajaya,Espresso-based,Americano,1,9,9,Cash
TXN-2787,16/2/2026,9:10,Puncak Alam,Milk-based,Mocha,1,12,12,QR
TXN-2790,16/2/2026,9:12,Puncak Alam,Milk-based,Latte,1,11,11,QR
TXN-2780,16/2/2026,9:23,Puncak Alam,Espresso-based,Americano,1,9,9,Cash
TXN-2736,16/2/2026,9:29,Putrajaya,Espresso-based,Espresso,1,7,7,QR
TXN-2737,16/2/2026,9:30,Putrajaya,Ice Blended,Ice Blended Chocolate Chip,2,14,28,QR
TXN-2715,16/2/2026,9:34,Putrajaya,Milk-based,Mocha,2,12,24,QR
TXN-2773,16/2/2026,9:34,Puncak Alam,Milk-based,Latte,1,11,11,QR
TXN-2718,16/2/2026,9:36,Putrajaya,Espresso-based,Americano,3,9,27,QR
TXN-2795,16/2/2026,9:47,Puncak Alam,Ice Blended,Ice Blended Chocolate Chip,1,14,14,QR
TXN-2835,16/2/2026,10:18,Puncak Alam,Milk-based,Cappuccino,1,11,11,Cash
TXN-2840,16/2/2026,10:41,Puncak Alam,Milk-based,Caramel Macchiato,1,13,13,QR
TXN-2768,16/2/2026,11:07,Puncak Alam,Ice Blended,Ice Blended Chocolate Chip,1,14,14,QR
TXN-2827,16/2/2026,11:13,Puncak Alam,Espresso-based,Americano,3,9,27,QR
TXN-2815,16/2/2026,11:24,Puncak Alam,Milk-based,Mocha,1,12,12,QR
TXN-2804,16/2/2026,11:33,Puncak Alam,Milk-based,Latte,2,11,22,Cash
TXN-2830,16/2/2026,11:41,Puncak Alam,Ice Blended,Ice Blended Chocolate Chip,2,14,28,QR
TXN-2717,16/2/2026,11:49,Putrajaya,Milk-based,Latte,2,11,22,QR
TXN-2770,16/2/2026,11:54,Puncak Alam,Espresso-based,Americano,1,9,9,Cash
TXN-2796,16/2/2026,11:57,Puncak Alam,Milk-based,Latte,2,11,22,QR
TXN-2714,16/2/2026,12:07,Putrajaya,Milk-based,Caramel Macchiato,3,13,39,QR
TXN-2809,16/2/2026,12:08,Puncak Alam,Espresso-based,Espresso,2,7,14,QR
TXN-2765,16/2/2026,12:14,Putrajaya,Espresso-based,Americano,3,9,27,QR
TXN-2836,16/2/2026,12:19,Puncak Alam,Milk-based,Mocha,1,12,12,Cash
TXN-2759,16/2/2026,12:25,Putrajaya,Milk-based,Mocha,1,12,12,QR
TXN-2784,16/2/2026,12:25,Puncak Alam,Ice Blended,Ice Blended Chocolate Chip,1,14,14,Cash
TXN-2786,16/2/2026,12:27,Puncak Alam,Espresso-based,Americano,1,9,9,QR
TXN-2774,16/2/2026,12:34,Puncak Alam,Espresso-based,Espresso,2,7,14,QR
TXN-2839,16/2/2026,12:36,Puncak Alam,Milk-based,Cappuccino,1,11,11,QR
TXN-2772,16/2/2026,12:37,Puncak Alam,Espresso-based,Americano,1,9,9,QR
TXN-2776,16/2/2026,12:37,Puncak Alam,Espresso-based,Espresso,2,7,14,QR
TXN-2757,16/2/2026,12:38,Putrajaya,Espresso-based,Espresso,1,7,7,QR
TXN-2778,16/2/2026,12:43,Puncak Alam,Milk-based,Cappuccino,2,11,22,QR
TXN-2788,16/2/2026,12:45,Puncak Alam,Milk-based,Caramel Macchiato,1,13,13,QR
TXN-2832,16/2/2026,12:57,Puncak Alam,Milk-based,Mocha,1,12,12,QR
TXN-2712,16/2/2026,12:59,Putrajaya,Milk-based,Mocha,1,12,12,QR
TXN-2799,16/2/2026,13:18,Puncak Alam,Milk-based,Mocha,1,12,12,QR
TXN-2750,16/2/2026,13:25,Putrajaya,Milk-based,Caramel Macchiato,1,13,13,QR
TXN-2797,16/2/2026,13:28,Puncak Alam,Milk-based,Latte,1,11,11,QR
TXN-2743,16/2/2026,13:49,Putrajaya,Milk-based,Latte,1,11,11,QR
TXN-2783,16/2/2026,14:10,Puncak Alam,Milk-based,Caramel Macchiato,2,13,26,Cash
TXN-2841,16/2/2026,14:12,Puncak Alam,Espresso-based,Espresso,2,7,14,QR
TXN-2769,16/2/2026,14:22,Puncak Alam,Milk-based,Cappuccino,1,11,11,Cash
TXN-2760,16/2/2026,14:38,Putrajaya,Milk-based,Mocha,3,12,36,QR
TXN-2819,16/2/2026,14:46,Puncak Alam,Espresso-based,Espresso,1,7,7,Cash
TXN-2831,16/2/2026,14:50,Puncak Alam,Milk-based,Mocha,1,12,12,QR
TXN-2726,16/2/2026,15:02,Putrajaya,Milk-based,Cappuccino,2,11,22,QR
TXN-2838,16/2/2026,15:15,Puncak Alam,Milk-based,Caramel Macchiato,1,13,13,QR
TXN-2719,16/2/2026,15:17,Putrajaya,Espresso-based,Espresso,1,7,7,Cash
TXN-2826,16/2/2026,15:20,Puncak Alam,Milk-based,Caramel Macchiato,1,13,13,QR
TXN-2805,16/2/2026,15:21,Puncak Alam,Espresso-based,Espresso,1,7,7,QR
TXN-2742,16/2/2026,15:25,Putrajaya,Milk-based,Cappuccino,4,11,44,QR
TXN-2791,16/2/2026,15:26,Puncak Alam,Ice Blended,Ice Blended Chocolate Chip,1,14,14,Cash
TXN-2823,16/2/2026,15:44,Puncak Alam,Espresso-based,Americano,1,9,9,QR
TXN-2725,16/2/2026,15:47,Putrajaya,Milk-based,Cappuccino,1,11,11,QR
TXN-2825,16/2/2026,15:53,Puncak Alam,Espresso-based,Espresso,1,7,7,QR
TXN-2792,16/2/2026,16:01,Puncak Alam,Milk-based,Caramel Macchiato,1,13,13,QR
TXN-2777,16/2/2026,16:09,Puncak Alam,Milk-based,Caramel Macchiato,1,13,13,Cash
TXN-2729,16/2/2026,16:10,Putrajaya,Milk-based,Mocha,1,12,12,Cash
TXN-2728,16/2/2026,16:22,Putrajaya,Espresso-based,Americano,1,9,9,QR
TXN-2775,16/2/2026,16:23,Puncak Alam,Espresso-based,Espresso,1,7,7,QR
TXN-2752,16/2/2026,16:27,Putrajaya,Espresso-based,Americano,1,9,9,Cash
TXN-2749,16/2/2026,16:29,Putrajaya,Espresso-based,Espresso,2,7,14,Cash
TXN-2828,16/2/2026,16:30,Puncak Alam,Milk-based,Mocha,1,12,12,QR
TXN-2834,16/2/2026,16:30,Puncak Alam,Milk-based,Latte,1,11,11,Cash
TXN-2761,16/2/2026,16:33,Putrajaya,Milk-based,Caramel Macchiato,1,13,13,Cash
TXN-2812,16/2/2026,16:37,Puncak Alam,Milk-based,Cappuccino,4,11,44,QR
TXN-2748,16/2/2026,16:39,Putrajaya,Espresso-based,Espresso,1,7,7,QR
TXN-2710,16/2/2026,16:42,Putrajaya,Milk-based,Latte,1,11,11,QR
TXN-2731,16/2/2026,16:54,Putrajaya,Ice Blended,Ice Blended Chocolate Chip,2,14,28,QR
TXN-2735,16/2/2026,16:58,Putrajaya,Milk-based,Cappuccino,1,11,11,QR
TXN-2730,16/2/2026,16:59,Putrajaya,Milk-based,Mocha,1,12,12,QR
TXN-2721,16/2/2026,17:09,Putrajaya,Milk-based,Mocha,2,12,24,QR
TXN-2724,16/2/2026,17:23,Putrajaya,Espresso-based,Americano,2,9,18,QR
TXN-2767,16/2/2026,17:23,Puncak Alam,Milk-based,Latte,1,11,11,QR
TXN-2740,16/2/2026,17:25,Putrajaya,Milk-based,Caramel Macchiato,1,13,13,Cash
TXN-2756,16/2/2026,17:28,Putrajaya,Ice Blended,Ice Blended Chocolate Chip,1,14,14,QR
TXN-2803,16/2/2026,17:37,Puncak Alam,Espresso-based,Americano,1,9,9,QR
TXN-2822,16/2/2026,17:43,Puncak Alam,Milk-based,Mocha,1,12,12,QR
TXN-2732,16/2/2026,17:44,Putrajaya,Milk-based,Mocha,1,12,12,QR
TXN-2793,16/2/2026,17:46,Puncak Alam,Milk-based,Caramel Macchiato,1,13,13,QR
TXN-2785,16/2/2026,18:03,Puncak Alam,Ice Blended,Ice Blended Chocolate Chip,2,14,28,QR
TXN-2842,16/2/2026,18:07,Puncak Alam,Espresso-based,Espresso,1,7,7,QR
TXN-2811,16/2/2026,18:09,Puncak Alam,Milk-based,Mocha,1,12,12,QR
TXN-2821,16/2/2026,18:18,Puncak Alam,Milk-based,Mocha,1,12,12,QR
TXN-2753,16/2/2026,18:23,Putrajaya,Milk-based,Mocha,3,12,36,QR
TXN-2779,16/2/2026,18:28,Puncak Alam,Milk-based,Latte,1,11,11,QR
TXN-2741,16/2/2026,18:38,Putrajaya,Milk-based,Caramel Macchiato,1,13,13,Cash
TXN-2754,16/2/2026,18:44,Putrajaya,Milk-based,Latte,2,11,22,QR
TXN-2837,16/2/2026,18:46,Puncak Alam,Milk-based,Cappuccino,1,11,11,QR
TXN-2723,16/2/2026,18:50,Putrajaya,Ice Blended,Ice Blended Chocolate Chip,3,14,42,QR
TXN-2802,16/2/2026,18:51,Puncak Alam,Milk-based,Caramel Macchiato,1,13,13,Cash
TXN-2782,16/2/2026,18:55,Puncak Alam,Ice Blended,Ice Blended Chocolate Chip,4,14,56,QR
TXN-2711,16/2/2026,18:57,Putrajaya,Espresso-based,Espresso,1,7,7,QR
TXN-2763,16/2/2026,19:12,Putrajaya,Espresso-based,Americano,1,9,9,QR
TXN-2762,16/2/2026,19:14,Putrajaya,Milk-based,Caramel Macchiato,1,13,13,QR
TXN-2798,16/2/2026,19:22,Puncak Alam,Milk-based,Mocha,3,12,36,Cash
TXN-2751,16/2/2026,19:31,Putrajaya,Ice Blended,Ice Blended Chocolate Chip,3,14,42,QR
TXN-2745,16/2/2026,19:35,Putrajaya,Milk-based,Mocha,1,12,12,Cash
TXN-2727,16/2/2026,19:43,Putrajaya,Espresso-based,Espresso,1,7,7,QR
TXN-2739,16/2/2026,19:50,Putrajaya,Milk-based,Cappuccino,2,11,22,QR
TXN-2733,16/2/2026,19:51,Putrajaya,Milk-based,Mocha,1,12,12,Cash
TXN-2720,16/2/2026,19:57,Putrajaya,Milk-based,Cappuccino,1,11,11,QR
TXN-2755,16/2/2026,19:58,Putrajaya,Milk-based,Caramel Macchiato,1,13,13,QR
TXN-2764,16/2/2026,20:04,Putrajaya,Milk-based,Mocha,2,12,24,QR
TXN-2771,16/2/2026,20:04,Puncak Alam,Milk-based,Mocha,2,12,24,QR
TXN-2789,16/2/2026,20:05,Puncak Alam,Milk-based,Mocha,3,12,36,QR
TXN-2820,16/2/2026,20:10,Puncak Alam,Espresso-based,Espresso,2,7,14,QR
TXN-2808,16/2/2026,20:19,Puncak Alam,Milk-based,Latte,1,11,11,QR
TXN-2806,16/2/2026,20:21,Puncak Alam,Milk-based,Latte,1,11,11,QR
TXN-2833,16/2/2026,20:30,Puncak Alam,Milk-based,Cappuccino,1,11,11,QR
TXN-2722,16/2/2026,20:41,Putrajaya,Espresso-based,Americano,1,9,9,QR
TXN-2713,16/2/2026,20:47,Putrajaya,Ice Blended,Ice Blended Chocolate Chip,1,14,14,QR
TXN-2734,16/2/2026,21:15,Putrajaya,Espresso-based,Espresso,1,7,7,Cash
TXN-2817,16/2/2026,21:15,Puncak Alam,Milk-based,Mocha,1,12,12,Cash
TXN-2744,16/2/2026,21:21,Putrajaya,Espresso-based,Americano,1,9,9,QR
TXN-2807,16/2/2026,21:23,Puncak Alam,Milk-based,Mocha,1,12,12,QR
TXN-2813,16/2/2026,21:24,Puncak Alam,Espresso-based,Americano,1,9,9,QR
TXN-2716,16/2/2026,21:31,Putrajaya,Ice Blended,Ice Blended Chocolate Chip,1,14,14,QR
TXN-2747,16/2/2026,21:36,Putrajaya,Milk-based,Caramel Macchiato,1,13,13,Cash
TXN-2810,16/2/2026,21:47,Puncak Alam,Milk-based,Mocha,1,12,12,Cash
TXN-2814,16/2/2026,21:50,Puncak Alam,Espresso-based,Americano,1,9,9,Cash
TXN-2746,16/2/2026,21:52,Putrajaya,Milk-based,Mocha,2,12,24,QR
TXN-2818,16/2/2026,21:54,Puncak Alam,Espresso-based,Americano,2,9,18,QR
TXN-2948,17/2/2026,8:00,Puncak Alam,Milk-based,Caramel Macchiato,1,13,13,QR
TXN-2849,17/2/2026,8:08,Putrajaya,Ice Blended,Ice Blended Chocolate Chip,2,14,28,QR
TXN-2874,17/2/2026,8:51,Putrajaya,Milk-based,Caramel Macchiato,1,13,13,QR
TXN-2897,17/2/2026,8:57,Putrajaya,Milk-based,Latte,1,11,11,QR
TXN-2951,17/2/2026,9:13,Puncak Alam,Espresso-based,Espresso,1,7,7,QR
TXN-2872,17/2/2026,9:34,Putrajaya,Milk-based,Cappuccino,2,11,22,Cash
TXN-2862,17/2/2026,9:35,Putrajaya,Espresso-based,Americano,1,9,9,QR
TXN-2915,17/2/2026,9:41,Puncak Alam,Milk-based,Caramel Macchiato,2,13,26,Cash
TXN-2865,17/2/2026,9:43,Putrajaya,Milk-based,Caramel Macchiato,2,13,26,Cash
TXN-2929,17/2/2026,9:50,Puncak Alam,Ice Blended,Ice Blended Chocolate Chip,1,14,14,QR
TXN-2878,17/2/2026,9:53,Putrajaya,Milk-based,Mocha,1,12,12,QR
TXN-2882,17/2/2026,10:37,Putrajaya,Ice Blended,Ice Blended Chocolate Chip,1,14,14,QR
TXN-2906,17/2/2026,10:40,Puncak Alam,Ice Blended,Ice Blended Chocolate Chip,1,14,14,QR
TXN-2912,17/2/2026,10:41,Puncak Alam,Milk-based,Caramel Macchiato,2,13,26,QR
TXN-2916,17/2/2026,10:57,Puncak Alam,Milk-based,Cappuccino,2,11,22,QR
TXN-2950,17/2/2026,11:19,Puncak Alam,Milk-based,Latte,2,11,22,QR
TXN-2899,17/2/2026,11:20,Putrajaya,Milk-based,Latte,1,11,11,Cash
TXN-2901,17/2/2026,11:32,Putrajaya,Milk-based,Caramel Macchiato,1,13,13,Cash
TXN-2922,17/2/2026,11:34,Puncak Alam,Milk-based,Latte,1,11,11,QR
TXN-2870,17/2/2026,11:45,Putrajaya,Espresso-based,Americano,1,9,9,Cash
TXN-2888,17/2/2026,12:02,Putrajaya,Milk-based,Mocha,1,12,12,QR
TXN-2866,17/2/2026,12:06,Putrajaya,Milk-based,Latte,1,11,11,Cash
TXN-2896,17/2/2026,12:06,Putrajaya,Milk-based,Caramel Macchiato,1,13,13,QR
TXN-2892,17/2/2026,12:15,Putrajaya,Espresso-based,Espresso,1,7,7,QR
TXN-2952,17/2/2026,12:25,Puncak Alam,Ice Blended,Ice Blended Chocolate Chip,2,14,28,QR
TXN-2927,17/2/2026,12:34,Puncak Alam,Milk-based,Latte,3,11,33,Cash
TXN-2877,17/2/2026,12:38,Putrajaya,Milk-based,Latte,1,11,11,QR
TXN-2934,17/2/2026,12:50,Puncak Alam,Milk-based,Cappuccino,1,11,11,Cash
